# BLASTN 2.11.0+
# Query: AP014801_1
# RID: ZW2JWSMT013
# Database: nt
# Fields: query id, subject id, % query coverage per subject, query length, subject length, q. start, q. end
# 41 hits found
AP014801_1	gi|770478588|dbj|AP014801.1|	100	20310	111306	1	20310
AP014801_1	gi|1023367850|gb|CP015420.1|	68	20310	102180	1	4265
AP014801_1	gi|1023367850|gb|CP015420.1|	68	20310	102180	15282	19111
AP014801_1	gi|1023367850|gb|CP015420.1|	68	20310	102180	4242	7506
AP014801_1	gi|1023367850|gb|CP015420.1|	68	20310	102180	19136	20310
AP014801_1	gi|1023367850|gb|CP015420.1|	68	20310	102180	13695	15019
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	2413	7331
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	15290	20067
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	1	2273
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	14098	15018
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	11727	12518
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	12876	13720
AP014801_1	gi|1169615216|gb|CP020385.1|	73	20310	238713	11087	11527
AP014801_1	gi|1169611727|gb|CP020384.1|	25	20310	3860570	7914	11533
AP014801_1	gi|1169611727|gb|CP020384.1|	25	20310	3860570	12876	13722
AP014801_1	gi|1169611727|gb|CP020384.1|	25	20310	3860570	11741	12384
AP014801_1	gi|1787138853|gb|CP046908.1|	21	20310	5116759	2430	4151
AP014801_1	gi|1787138853|gb|CP046908.1|	21	20310	5116759	5594	7286
AP014801_1	gi|1787138853|gb|CP046908.1|	21	20310	5116759	4310	5209
AP014801_1	gi|1717788878|gb|CP042263.1|	7	20310	382321	5741	7283
AP014801_1	gi|1253263229|gb|CP021405.1|	4	20310	174678	4269	5214
AP014801_1	gi|1173416875|gb|CP015039.1|	3	20310	4137334	19274	20035
AP014801_1	gi|1321370362|gb|CP025583.1|	2	20310	3121136	19435	20035
AP014801_1	gi|1231289915|emb|LN832560.1|	2	20310	185256	19429	20035
AP014801_1	gi|1817474874|gb|CP049244.1|	0	20310	1272887	6774	6822
AP014801_1	gi|1547059546|gb|CP031423.1|	0	20310	3555647	1984	2030
AP014801_1	gi|2096331354|gb|CP083376.1|	0	20310	4517037	6160	6188
AP014801_1	gi|119534933|gb|CP000509.1|	0	20310	4985871	4636	4664
AP014801_1	gi|1723019462|emb|LR590083.2|	0	20310	4234359	4805	4832
AP014801_1	gi|1678050861|dbj|AP019701.1|	0	20310	5339096	18335	18362
AP014801_1	gi|1403836655|gb|CP016429.1|	0	20310	6498073	3423	3450
AP014801_1	gi|1127864182|gb|CP015367.1|	0	20310	6083998	3423	3463
AP014801_1	gi|689271676|gb|CP003811.1|	0	20310	6286629	3423	3459
AP014801_1	gi|2175391604|gb|CP090350.1|	0	20310	456912	3423	3459
AP014801_1	gi|2033653718|gb|CP072644.1|	0	20310	2677644	17142	17169
AP014801_1	gi|2033650721|gb|CP072642.1|	0	20310	2639773	17142	17169
AP014801_1	gi|2033647656|gb|CP072640.1|	0	20310	2661451	17142	17169
AP014801_1	gi|2033644580|gb|CP072638.1|	0	20310	2651488	17142	17169
AP014801_1	gi|2033641525|gb|CP072636.1|	0	20310	2663316	17142	17169
AP014801_1	gi|1992600869|gb|CP070368.1|	0	20310	2171951	6152	6182
AP014801_1	gi|1877770692|gb|CP059164.1|	0	20310	4624782	5171	5198
# BLASTN 2.11.0+
# Query: PGTC01000017_1
# RID: ZW2UU3SR013
# Database: nt
# Fields: query id, subject id, % query coverage per subject, query length, subject length, q. start, q. end
# 959 hits found
PGTC01000017_1	gi|1948500957|gb|CP065915.1|	25	21279	4040866	15152	20575
PGTC01000017_1	gi|1137430945|gb|CP015093.1|	26	21279	4246390	14365	18878
PGTC01000017_1	gi|1137430945|gb|CP015093.1|	26	21279	4246390	19530	20669
PGTC01000017_1	gi|2021944972|gb|CP051248.1|	24	21279	4533993	14360	17388
PGTC01000017_1	gi|2021944972|gb|CP051248.1|	24	21279	4533993	19557	20573
PGTC01000017_1	gi|2021944972|gb|CP051248.1|	24	21279	4533993	17698	18834
PGTC01000017_1	gi|2021948863|gb|CP051251.1|	17	21279	3496113	14360	17335
PGTC01000017_1	gi|2021948863|gb|CP051251.1|	17	21279	3496113	17957	18680
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	14360	17397
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	19558	20646
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	17963	18872
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	1013	1336
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	16437	16481
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	16434	16471
PGTC01000017_1	gi|1917459680|gb|CP045201.1|	25	21279	4365781	16445	16479
